segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
94254669577,40,46,,,,,,,,37,33,38,53,64,,,42,,,25,,,,,
83584360201,124,,,,,,,,,,,,,,124,,,,,,,,,,
304875586272,90,,,,,,,,,,,82,,,95,,,,,,,,,,
241222828768,41,51,49,58,60,59,63,48,60,48,47,46,37,27,41,30,28,33,25,16,41,27,41,38,52
67578896137,56,,,,,,68,57,,20,29,56,70,53,66,49,52,45,51,84,,58,,,68
283534967520,39,55,57,27,54,31,82,55,15,25,37,33,39,72,41,26,35,55,34,66,35,32,35,53,50
35567968009,28,21,,,27,,,,,14,16,12,,,15,,19,,,151,,16,16,,
251524039392,55,,,,,,,,84,,50,,41,53,,47,,36,30,,,,,103,
246188884704,67,,,,,,,,,52,,68,72,71,,,73,,,,,,,,
240853730016,81,,,,,,,,,81,,,,,,,,,,,,,,,
235518575328,28,32,33,37,42,,,,,,,21,22,21,,,22,,,16,17,31,23,26,36
49929264905,17,30,,,,,,,,,17,13,10,,,,7,,,9,,28,25,12,23
150156100320,42,43,,,,,,67,33,34,,43,48,,31,,35,,,36,88,22,47,,
144820945632,39,37,55,43,50,44,43,30,35,34,34,51,43,42,41,37,46,39,13,8,26,42,50,45,41
134150636256,39,39,75,51,,124,,40,,17,25,42,32,31,50,47,38,,23,,35,27,27,38,51
304607150816,46,,,,,,,,52,,51,,,,24,53,,66,,,,33,30,,
118145172192,27,36,24,,,,28,31,19,25,33,17,25,20,23,39,,32,31,25,20,24,24,37,27
107474862816,53,54,,,,,,,,55,57,55,53,57,53,51,51,50,48,54,37,54,54,53,
102139708128,66,67,72,74,67,78,,119,63,71,64,66,66,66,61,66,63,51,46,52,72,55,62,75,72
96804553440,35,,,,,,,,,,,,,,,,,,,40,,,,30,
86134244064,41,53,42,,,,51,40,34,54,45,48,40,45,38,36,46,34,21,37,39,31,36,39,40
80799089376,60,48,,,,67,52,70,65,51,22,36,72,67,60,105,67,67,63,,71,74,71,,
75463934688,76,,,,,,,,67,61,73,,,76,76,63,73,85,77,71,86,,81,,
64793625312,73,93,,,,,84,71,,,60,82,72,,69,92,51,62,62,75,,69,68,64,
44594110217,31,,,,,,,,,,,,,30,,,30,35,,,,,,,
264912257760,57,79,73,83,79,76,77,72,37,24,29,35,48,27,56,70,69,56,56,22,27,58,69,72,83
245417385737,21,,19,,,,,,17,,23,20,,,,25,22,22,24,17,24,,20,,
259577103072,43,,,,,,,,,,,44,,,,,,18,,,,,66,,
245786484489,69,,144,,,,,,,,39,44,55,148,,,59,47,61,,,,,,
96402153225,45,,,,,,,,79,,,24,31,,,,,,,,38,,,,
48385761033,33,47,,,,,,,63,,33,25,32,29,,,,11,,,,,52,,
115930579680,53,59,55,65,55,72,71,71,53,59,57,54,57,49,45,44,45,47,59,39,46,47,42,43,53
240082231049,62,37,,106,,,,,,,,,,,,,,,,,,,,,
288601686752,39,56,,43,,37,,21,,26,19,35,35,41,39,42,32,35,49,28,54,42,38,43,44
234747076361,28,29,,,,,,,,36,29,65,,30,24,23,32,25,22,26,26,25,25,28,29
283266532064,65,66,,,,,72,66,60,64,70,73,69,67,62,71,63,67,62,60,65,55,67,59,67
201091981065,26,,,,,,,,,,20,21,34,,,,29,,,,29,22,,,
244108762889,41,37,49,,,,32,32,,,31,,,,46,,30,35,,,67,,,31,
228103298825,52,,,,,,,,,,,,,,49,,,,,,,,,,55
222768144137,71,,,,56,,60,,,,,51,111,,,,36,90,78,69,,,57,,71
206762680073,42,43,,,,,,39,,,41,79,40,29,65,34,30,35,50,24,,23,42,55,38
185422061321,48,73,,,,,,,,,,38,,,,47,,47,39,,,,,58,
57613229833,38,,,,,,,,39,40,,33,,,,,,,,,,,,,
243571639008,36,,,,,,,,,,60,31,,30,35,,26,31,36,,,27,42,43,
137405669129,35,,,,,,,,,35,,,,,,,,,,,,,,,
116065050377,34,35,,,,,,58,9,4,,59,,63,35,29,28,35,26,,,10,27,,61
326685967072,70,70,78,79,83,,72,75,,14,31,70,81,75,73,73,59,77,65,65,78,72,66,70,85
94724431625,30,,,,34,,,,,,,38,31,21,29,,,,,,,,,,
316015657696,93,116,,,,,,86,68,103,76,86,129,97,89,98,81,,83,87,79,135,,,
310680503008,50,83,64,,,,,40,41,32,36,71,50,61,49,46,46,35,27,19,57,33,49,56,52
78718967561,38,,,,,,,,,,,,,,,38,,,,,,,37,,
300010193632,47,36,,,,,,,,28,,,,128,,38,32,32,,35,,45,,,
68048658185,31,52,24,,,,29,58,,4,13,35,22,43,33,33,33,34,23,11,28,31,29,43,26
289339884256,34,42,22,32,24,39,,25,34,,38,55,30,34,29,30,38,49,18,13,,34,38,30,
284004729568,29,,,,,,,,43,14,,28,31,,,,,21,42,,28,,,,
46708039433,38,,,,,,,,,,,25,,21,,,62,40,,,,,33,,
267999265504,60,60,63,65,70,57,77,65,55,58,56,77,65,63,61,68,65,62,49,49,56,57,64,52,62
36037730057,42,,,,88,,,,,,,,,,38,,44,18,43,,19,,,,
