segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
50701016841,29,41,29,,,,,,30,,,37,27,18,26,,17,,,,29,,,34,
267630166752,62,57,,,,,,,,,,,,,100,,,42,,52,,,,,
204917186313,35,,,,,,,,,,,,,,,,,35,,,,,,,
287796380384,38,42,,,,,,,,,,,53,,,,,,26,,31,33,,,
66740035337,32,,,,,,,,,,,,,,,,,32,,,,,,,
72075190025,29,,,,,,,,,,29,,,,,,,,,,,,,,
62143078153,52,,,,,,,,,,,,40,52,,64,44,50,78,40,,,,,
76302795488,20,8,,,,,,,,26,,,18,,18,24,,19,,,,,29,,
239679577865,36,,,,,,,,33,,,,,,,,,,,38,,,,,
207668649737,38,37,32,41,29,,,,36,,35,39,44,41,37,34,45,39,40,43,35,32,43,37,
196998340361,29,,,,,,,,,,,,,,,,,,,,,,29,,
91167661833,36,33,35,26,23,,,,34,23,39,35,48,39,33,36,26,32,37,31,43,31,37,32,
138311638793,31,,,,,,,,32,,,,,30,,,33,,,,,,,,
105327379168,67,,45,,,,,,,,,,62,,46,33,162,,,,,,,,
327591936736,38,,,,,,,,,,,,,,38,,,,,,,,,,
322256782048,62,57,54,,,,63,74,62,93,64,64,72,60,61,62,78,60,65,59,49,48,48,56,71
316921627360,84,82,,,,,,,115,90,80,73,82,95,,,85,79,84,83,,78,83,,
300916163296,49,49,53,66,44,44,49,56,58,52,47,50,55,41,52,46,53,44,45,46,47,45,37,44,53
295581008608,40,,,,,,,,,,,,,,,,,,40,,,,,,
290245853920,64,55,48,52,63,62,,,50,66,63,41,69,97,61,87,87,50,89,58,49,62,42,64,67
268905235168,46,45,,,,,,,,,39,,42,32,55,51,43,43,52,,,90,42,,44
85832507145,36,,,,,,,,,,,52,,,26,,,,30,31,,,,,40
271790916320,37,34,,,50,37,,41,,34,35,36,38,38,53,38,41,32,37,40,36,,,34,36
140861522656,19,,,,,,,,,,,,,,,,,,,,,,,19,
114185749216,59,64,42,,54,,,,,,,,61,,,63,,69,48,,,,,,
108850594528,82,81,,,,,,,,86,,97,,,68,101,,70,96,,,70,76,79,85
103515439840,52,54,53,,67,,69,,,50,56,93,64,46,42,61,57,50,36,43,55,35,44,41,48
98180285152,43,,,,,91,,,,,24,41,40,50,,,29,26,,33,30,,61,,31
87509975776,21,,,,,,,,,,19,,25,,,20,,,,18,,,,,
82174821088,84,,,,,,,,,,,,,,84,,,,,,,,,,
76839666400,90,,,,,,84,,95,,,,93,,,,88,,,90,,,,,91
60834202336,63,58,68,83,91,79,72,61,68,54,84,73,59,57,48,75,63,59,48,79,48,77,42,42,51
217936305929,16,,,,,,,,,,,,,,,,,9,,,32,,,,
94657069792,46,39,49,45,51,45,53,137,50,,43,43,48,48,46,47,40,39,40,40,40,31,45,46,40
212601151241,35,,,,,,,,,,,,,35,,,,,,,,,,,
261120606944,18,,,,,,,,,,,,,,,,,,,,,18,,,
55063093001,39,,,,,,,,,,,,,39,,,,,,,,,,,
287997706976,65,68,60,70,81,72,76,,67,64,66,67,62,62,64,70,65,64,61,64,64,56,53,62,62
69827043081,47,46,49,55,59,58,49,54,54,53,48,51,47,48,48,46,48,42,42,48,39,38,41,48,45
324504928992,29,,,,20,,33,,,,38,22,38,26,31,27,26,24,24,17,26,20,32,63,34
35601522441,39,,,,,,,,,,,41,,,,,,,,39,35,,,,
64491888393,18,,,,,,,,,,,,15,,,,,,,,,,23,,
